	gene symbol	chromosome	gene start
10562	CCDC85A	2	56183990
10563	GALNT14	2	30910467
10564	CNOT11	2	101252886
10565	TACR1	2	75046463
10566	PPM1B	2	44167969
10567	MRPS9	2	105038069
10568	CIB4	2	26581205
10569	YPEL5	2	30146941
10570	SLC9A2	2	102619553
10571	RPL31	2	101002229
10572	TMEM131	2	97756333
10573	C2orf49	2	105337532
10574	RNF149	2	101271219
10575	GCFC2	2	75652000
10576	DNAH6	2	84516455
10577	LAPTM4A	2	20032650
10578	MEIS1	2	66433452
10579	KRCC1	2	88027205
10580	FAM110C	2	38814
10581	OTX1	2	63050057
10582	UBXN2A	2	23927285
10583	GPR45	2	105241743
10584	ALK	2	29192774
10585	TGFA	2	70447284
10586	VWA3B	2	98087116
10587	SRSF7	2	38743599
10588	NEURL3	2	96497646
10589	FAM166C	2	26562585
10590	EMX1	2	72916260
10591	PPP1R21	2	48440598
10592	TSGA10	2	98997261
10593	MFSD9	2	102714630
10594	SLC5A7	2	107986523
10595	IL1B	2	112829751
10596	CRIM1	2	36355778
10597	SUCLG1	2	84423528
10598	NMS	2	100470482
10599	EML4	2	42169353
10600	SH3RF3	2	109129205
10601	CIAO1	2	96266159
10602	TMEM182	2	102736905
10603	GALM	2	38666081
10604	LYPD1	2	132643286
10605	DUSP2	2	96143169
10606	ACTR3	2	113890063
10607	DDX18	2	117814691
10608	SMYD1	2	88067825
10609	NT5C1B-RDH14	2	18555545
10610	NXPH2	2	138669157
10611	RDH14	2	18554723
10612	EN1	2	118842171
10613	C2orf76	2	119302225
10614	SPR	2	72887382
10615	MAP3K20	2	173075435
10616	HS6ST1	2	128236716
10617	TMEM185B	2	120217479
10618	STON1-GTF2A1L	2	48529925
10619	SOWAHC	2	109614364
10620	NCK2	2	105744912
10621	DRC1	2	26401920
10622	MGAT4A	2	98619106
10623	NPAS2	2	100820139
10624	FHL2	2	105357712
10625	PTPN4	2	119759922
10626	SNRNP200	2	96274338
10627	IMP4	2	130342877
10628	LRP1B	2	140231423
10629	KCNJ3	2	154697855
10630	TMEM177	2	119679167
10631	GALNT13	2	153871922
10632	HAT1	2	171922448
10633	PTPN18	2	130356045
10634	PLCL1	2	197804593
10635	TGFBRAP1	2	105264391
10636	STK17B	2	196133583
10637	MGAT5	2	134119983
10638	C2orf80	2	208165343
10639	FARSB	2	222566899
10640	HNMT	2	137964020
10641	DNER	2	229357629
10642	MCM6	2	135839626
10643	COPS8	2	237085882
10644	CFAP221	2	119544432
10645	RAPGEF4	2	172735274
10646	SEPTIN10	2	109542799
10647	METAP1D	2	171999943
10648	TBR1	2	161416297
10649	FIGN	2	163593396
10650	SPP2	2	234050679
10651	ADAM23	2	206443532
10652	SPOPL	2	138501770
10653	GALNT5	2	157257705
10654	TMEM163	2	134455759
10655	LY75-CD302	2	159771851
10656	CWC22	2	179944876
10657	HECW2	2	196189099
10658	SPRED2	2	65310851
10659	RFTN2	2	197568224
10660	INHBB	2	120346136
10661	LNPK	2	175923882
10662	CSRNP3	2	165469647
10663	DLX1	2	172084740
10664	ZNF385B	2	179441982
10665	RALB	2	120240064
10666	ARL4C	2	234493041
10667	SMYD5	2	73214222
10668	EDAR	2	108894471
10669	RNF103-CHMP3	2	86505668
10670	ICOS	2	203936763
10671	MDH1B	2	206737763
10672	BARD1	2	214725646
10673	DLX2	2	172099438
10674	UBE2E3	2	180967248
10675	LY75	2	159803355
10676	C1QL2	2	119156243
10677	PECR	2	215996329
10678	GTF2A1L	2	48617798
10679	ZSWIM2	2	186827475
10680	ACADL	2	210187126
10681	FAM124B	2	224378698
10682	ITPRID2	2	181891730
10683	DNAH7	2	195737703
10684	DPP10	2	114442299
10685	PIKFYVE	2	208266255
10686	VWC2L	2	214411054
10687	EPB41L5	2	120013077
10688	TMEM169	2	216081866
10689	GYPC	2	126656133
10690	GAL3ST2	2	241776822
10691	ITGB6	2	160099667
10692	MYL1	2	210290150
10693	ANAPC1	2	111611639
10694	PDCL3	2	100562993
10695	SGPP2	2	222424543
10696	TWIST2	2	238848032
10697	CRACDL	2	98793846
10698	TANC1	2	158968640
10699	STEAP3	2	119223831
10700	TMEFF2	2	191949043
10701	PLA2R1	2	159932006
10702	ABCA12	2	214931542
10703	INO80D	2	205993721
10704	FASTKD2	2	206765357
10705	XRCC5	2	216107464
10706	POU3F3	2	104853287
10707	CYTIP	2	157414619
10708	TANK	2	161136908
10709	RGPD8	2	112368369
10710	CALCRL	2	187341964
10711	ANKRD44	2	196967017
10712	C2orf88	2	189879609
10713	PSMD14	2	161308425
10714	SH3BP4	2	234952017
10715	SLC4A10	2	161424332
10716	CRYGA	2	208160740
10717	ITM2C	2	230864639
10718	TLK1	2	170990823
10719	CRYGB	2	208142573
10720	KIAA2012	2	202073255
10721	MTERF4	2	241072169
10722	GPR55	2	230907318
10723	SLC39A10	2	195575977
10724	TFPI	2	187464230
10725	GPR39	2	132416805
10726	BOK	2	241551424
10727	CCDC115	2	130337933
10728	SLC25A12	2	171783405
10729	OSBPL6	2	178194481
10730	UGGT1	2	128091200
10731	PRADC1	2	73228010
10732	ACKR3	2	236567787
10733	DTYMK	2	241675747
10734	CD302	2	159768628
10735	KANSL1L	2	210021421
10736	PPP3R1	2	68178857
10737	RBM43	2	151247940
10738	SP100	2	230415942
10739	ZRANB3	2	135136916
10740	SPHKAP	2	227979955
10741	MREG	2	215942584
10742	TMEM17	2	62500218
10743	CRYGD	2	208121607
10744	SPATS2L	2	200305881
10745	MARCHF4	2	216257865
10746	PLEKHM3	2	207821288
10747	IQCA1	2	236324147
10748	RPRM	2	153477338
10749	CRYGC	2	208128137
10750	INPP5D	2	233059967
10751	SLC35F5	2	113705011
10752	B3GNT2	2	62196115
10753	PPP1R7	2	241149576
10754	CCDC93	2	117915478
10755	MTX2	2	176269395
10756	WDR75	2	189441446
10757	FARP2	2	241356285
10758	KCNS3	2	17877847
10759	FAM178B	2	96875882
10760	SNED1	2	240998618
10761	D2HGDH	2	241734602
10762	TMEM37	2	119429901
10763	MARCHF7	2	159712457
10764	COL5A2	2	189031898
10765	CFC1B	2	130521197
10766	STK25	2	241492670
10767	ATG4B	2	241637213
10768	MYO1B	2	191245185
10769	SEPTIN2	2	241315100
10770	KCNF1	2	10911934
10771	C2orf50	2	11133128
10772	SLC66A3	2	11155198
10773	E2F6	2	11444375
10774	GPD2	2	156435290
10775	NAB1	2	190646746
10776	STAT4	2	191029576
10777	TMEM247	2	46479565
10778	ATP6V1E2	2	46490750
10779	RHOQ	2	46541806
10780	PIGF	2	46580937
10781	CRIPT	2	46616416
10782	UGT1A9	2	233671898
10783	UGT1A6	2	233691607
10784	UGT1A1	2	233760270
10785	HJURP	2	233833416
10786	TRPM8	2	233917373
10787	SMIM39	2	131035092
10788	FAM168B	2	131047876
10789	HEATR5B	2	36968383
10790	CEBPZOS	2	37196488
10791	CEBPZ	2	37201612
10792	NDUFAF7	2	37231631
10793	PRKD3	2	37250502
10794	QPCT	2	37342827
10795	CDC42EP3	2	37641882
10796	RAPH1	2	203394345
10798	WDR54	2	74421678
10799	INO80B	2	74455087
10800	INO80B-WBP1	2	74455088
10801	WBP1	2	74458400
10802	MRPL53	2	74471982
10803	CCDC142	2	74471986
10804	TTC31	2	74483073
10805	PCGF1	2	74505043
10806	TLX2	2	74513463
10807	DQX1	2	74518131
10808	AUP1	2	74526645
10809	ATIC	2	215311956
10810	SPC25	2	168834132
10811	G6PC2	2	168901291
10812	ABCB11	2	168915498
10813	LRP2	2	169127109
10814	ZNF804A	2	184598529
10815	CD8B2	2	106487364
10816	COL3A1	2	188974373
10817	PTCD3	2	86106223
10818	MRPL35	2	86199355
10819	KDM3A	2	86440647
10820	UBE2F-SCLY	2	237967014
10821	SCLY	2	238060924
10822	ESPNL	2	238100340
10823	KLHL30	2	238138668
10824	ERFE	2	238158970
10825	ILKAP	2	238170402
10826	HES6	2	238238267
10827	TRAF3IP1	2	238320441
10828	PDE6D	2	231732433
10829	NPPC	2	231921809
10830	DIS3L2	2	231961245
10831	ALPP	2	232378724
10832	ALPG	2	232406844
10833	ALPI	2	232456125
10834	ECEL1	2	232479827
10835	PRSS56	2	232520388
10836	CHRND	2	232525993
10837	CHRNG	2	232539692
10838	VPS54	2	63892146
10839	PELI1	2	64092652
10840	GPR148	2	130729070
10841	MZT2A	2	131464900
10842	TUBA3D	2	131476119
10843	ARHGEF4	2	130836914
10844	DAPL1	2	158795317
10845	RGPD3	2	106391290
10846	RMDN2	2	37923187
10847	PREPL	2	44316281
10848	TDRD15	2	21123968
10849	FAHD2B	2	97083583
10850	PDK1	2	172555373
10851	SCTR	2	119439843
10852	UGT1A4	2	233718736
10853	SLC40A1	2	189560590
10854	PASK	2	241106099
10855	EXOC6B	2	72175984
10856	TMEM127	2	96248514
10857	ING5	2	241687085
10858	CFC1	2	130592165
10859	UPP2	2	157876702
10860	PAX3	2	222199887
10861	RGPD4	2	107826892
10862	C2orf72	2	231037523
10863	HTR2B	2	231108230
10864	B3GNT7	2	231395710
10865	NMUR1	2	231523187
10866	RNPEPL1	2	240565804
10867	CAPN10	2	240586734
10868	AQP12B	2	240676418
10869	AGXT	2	240868824
10870	MAB21L4	2	240886048
10871	WNT10A	2	218880852
10872	CDK5R2	2	218959666
10873	FEV	2	218981087
10874	CRYBA2	2	218990189
10875	CFAP65	2	219002846
10876	IHH	2	219054424
10877	SLC23A3	2	219161465
10878	CNPPD1	2	219171897
10879	RETREG2	2	219176225
10880	ZFAND2B	2	219195237
10881	ABCB6	2	219209772
10883	ATG9A	2	219219380
10884	ANKZF1	2	219229783
10885	GLB1L	2	219236598
10886	STK16	2	219245455
10887	TUBA4B	2	219253243
10888	PTPRN	2	219289623
10889	RESP18	2	219327407
10890	ECRG4	2	106063246
10891	UXS1	2	106093308
10892	CCDC74B	2	130139287
10893	MZT2B	2	130181737
10894	TUBA3E	2	130191745
10895	DUSP28	2	240560054
10896	DPY30	2	31867809
10897	SLC30A6	2	32165841
10898	FBXO36	2	229922302
10899	SLC16A14	2	230034982
10900	SLC19A3	2	227683763
10901	CCL20	2	227805739
10902	DAW1	2	227871054
10903	GLI2	2	120735623
10904	SP140	2	230203110
10905	DYTN	2	206651621
10906	LPIN1	2	11677595
10907	CLHC1	2	55172547
10908	MTIF2	2	55236595
10909	MDH1	2	63588609
10910	NAT8	2	73640723
10911	TPRKB	2	73729104
10912	SNX17	2	27370496
10913	ZNF513	2	27377235
10914	PPM1G	2	27381195
10915	NRBP1	2	27427790
10916	KRTCAP3	2	27442366
10917	FNDC4	2	27491883
10918	IFT172	2	27444377
10919	NIFK	2	121726945
10920	TSN	2	121737103
10921	ACVR2A	2	147844517
10922	ORC4	2	147930396
10923	MBD5	2	148021011
10924	RGPD5	2	109792758
10926	MALL	2	110083870
10927	NPHP1	2	110122311
10928	LCLAT1	2	30447226
10929	NOSTRIN	2	168786539
10930	WDSUB1	2	159235798
10931	EHBP1	2	62673851
10932	VRK2	2	57907629
10933	STON1	2	48529383
10934	ERMN	2	157318631
10935	CERS6	2	168456249
10936	UBE2F	2	237966827
10937	DYNC1I2	2	171687409
10938	MTA3	2	42494569
10939	IDH1	2	208236229
10940	EIPR1	2	3188925
10941	MYO3B	2	170178145
10942	TIGD1	2	232543883
10943	CFAP36	2	55519604
10944	CCDC150	2	196639554
10945	GTF3C3	2	196763035
10946	C2orf66	2	196804417
10947	PGAP1	2	196833004
10948	IL1R1	2	102064544
10949	IL1RL2	2	102187006
10950	IL1RL1	2	102311502
10951	SLC9A4	2	102473226
10953	LIPT1	2	99154955
10955	MITD1	2	99161427
10956	MRPL30	2	99181152
10957	LYG1	2	99284238
10958	TXNDC9	2	99318982
10959	C2orf69	2	199911293
10960	TYW5	2	199928913
10961	TFCP2L1	2	121216587
10962	TRIM43	2	95592001
10963	SF3B1	2	197388515
10964	HSPE1	2	197500140
10965	HSPE1-MOB4	2	197500413
10966	MOB4	2	197515571
10967	CFAP210	2	169645425
10968	PHOSPHO2	2	169694454
10969	KLHL23	2	169694488
10970	SSB	2	169791933
10971	METTL5	2	169810081
10972	HSPD1	2	197486584
10973	UBR3	2	169827454
10974	GCG	2	162142882
10975	TTC30B	2	177548998
10976	TTC30A	2	177612999
10977	DPP4	2	161992245
10978	TEX44	2	231592864
10979	DDX1	2	15591178
10980	NCL	2	231453531
10981	COPS9	2	240126563
10982	OTOS	2	240139026
10983	NDUFA10	2	239892450
10984	PRKRA	2	178431292
10985	PJVK	2	178451346
10986	PLEKHA3	2	178480457
10987	SNRPG	2	70281362
10988	PSMD1	2	231056845
10989	BBS5	2	169479480
10991	KLHL41	2	169509702
10992	FASTKD1	2	169528508
10993	PPIG	2	169584342
10994	TAF1B	2	9843443
10995	GRHL1	2	9951693
10996	KLF11	2	10042849
10997	RRM2	2	10120698
10998	HPCAL1	2	10302889
10999	SPEG	2	219434843
11001	OBSL1	2	219550728
11002	INHA	2	219569162
11003	STK11IP	2	219597857
11004	SLC4A3	2	219627394
11005	SDC1	2	20200797
11006	RHOB	2	20447074
11007	OLA1	2	174072447
11008	SP9	2	174334954
11009	CIR1	2	174348022
11010	SCRN3	2	174395730
11011	GIGYF2	2	232697299
11012	KCNJ13	2	232765802
11013	NGEF	2	232878701
11014	NEU2	2	233032672
11015	CHRNA1	2	174747592
11016	ARL5A	2	151788984
11017	DHX57	2	38797729
11018	BOLA3	2	74135400
11019	MOB1A	2	74152528
11020	MTHFD2	2	74186172
11021	USP37	2	218450251
11022	CNOT9	2	218568580
11023	PLCD4	2	218607855
11024	BCS1L	2	218658764
11025	RNF25	2	218663892
11026	STK36	2	218672069
11027	TTLL4	2	218710835
11028	CYP27A1	2	218781749
11029	NFU1	2	69396113
11030	ZNF142	2	218633329
11031	TMEM198	2	219543663
11032	ITPRIPL1	2	96325317
11033	CCDC74A	2	131527675
11034	POTEJ	2	130611440
11035	TBC1D8	2	101007228
11036	FBXO41	2	73254682
11037	ATP5MC3	2	175176258
11038	PTMA	2	231706895
11039	NRP2	2	205681990
11040	DNPEP	2	219372043
11041	SP140L	2	230327184
11042	C2orf15	2	99141707
11043	GPR155	2	174431571
11044	C1D	2	68041130
11045	FN1	2	215360440
11046	BUB1	2	110637528
11047	BCL2L11	2	111119378
11048	WDR35	2	19910263
11049	OTOF	2	26457203
11050	BMP10	2	68860909
11051	GKN2	2	68945232
11052	GKN1	2	68974573
11053	ANTXR1	2	69013176
11054	REG3A	2	79157003
11055	LRRTM1	2	80288351
11056	CTNNA2	2	79185231
11057	GCA	2	162318840
11058	EIF2AK2	2	37099210
11059	DNAJC10	2	182716255
11060	RSAD2	2	6865557
11061	RNF144A	2	6917412
11062	SANBR	2	61065871
11063	NMI	2	151270470
11064	TNFAIP6	2	151357592
11065	RIF1	2	151409883
11066	CYRIA	2	16549459
11067	ARID5A	2	96536743
11068	KANSL3	2	96593170
11069	FER1L5	2	96642737
11070	LMAN2L	2	96705929
11071	CNNM4	2	96760902
11072	CNNM3	2	96816245
11073	ANKRD23	2	96824526
11074	ANKRD39	2	96836611
11075	SEMA4C	2	96859718
11076	RAMP1	2	237858893
11077	MOGAT1	2	222671658
11078	ACSL3	2	222860942
11079	LOXL3	2	74532258
11080	DCTN1	2	74361154
11081	XPO1	2	61476032
11082	GALNT3	2	165747588
11083	TTC21B	2	165857475
11084	FLACC1	2	201288271
11085	TRAK2	2	201377207
11086	STRADB	2	201387858
11087	C2CD6	2	201487421
11088	MPP4	2	201644870
11089	CDK15	2	201790461
11090	ALS2	2	201700267
11091	AGPS	2	177392746
11092	CENPO	2	24793136
11093	DNAJC27	2	24943636
11094	ADCY3	2	24819169
11095	WDR33	2	127701027
11096	SFT2D3	2	127701497
11097	POLR2D	2	127843553
11098	SAP130	2	127941217
11099	PSD4	2	113157325
11100	RPS27A	2	55231903
11101	SULT1C2	2	108288639
11102	SULT1C4	2	108377911
11103	REV1	2	99400475
11104	POTEF	2	130073535
11105	RBM44	2	237798389
11106	NABP1	2	191678068
11107	CAVIN2	2	191834310
11108	ACTG2	2	73892314
11109	DGUOK	2	73926826
11110	TET3	2	73984910
11111	GFPT1	2	69319780
11112	EPC2	2	148644440
11113	KIF5C	2	148875227
11114	LYPD6B	2	149038107
11115	LYPD6	2	149329985
11116	MMADHC	2	149569637
11117	MTLN	2	110211529
11118	THNSL2	2	88170295
11119	LRRTM4	2	76747685
11120	RND3	2	150468195
11121	FZD7	2	202033855
11122	THADA	2	43230851
11123	IL18R1	2	102311529
11124	MARCO	2	118942194
11125	FAM237A	2	206642487
11126	ANKRD30BL	2	132147591
11127	PTRHD1	2	24789728
11128	MEMO1	2	31865060
11129	STARD7	2	96184859
11130	CYP26B1	2	72129238
11131	CMPK2	2	6840570
11132	ORC2	2	200908977
11133	NDUFB3	2	201071433
11134	PLEKHH2	2	43637260
11135	DYNC2LI1	2	43774039
11136	ABCG5	2	43812472
11137	ABCG8	2	43831942
11138	C1GALT1C1L	2	43675151
11139	CARF	2	202912214
11140	LRPPRC	2	43886224
11141	POLR1A	2	86020216
11142	ITGA4	2	181457202
11143	FOXI3	2	88446787
11144	TEX37	2	88524649
11145	RPIA	2	88691673
11146	GMCL1	2	69829660
11147	SNRNP27	2	69893956
11148	MXD1	2	69897688
11149	PCBP1	2	70087477
11150	C2orf42	2	70149885
11151	DCAF17	2	171434217
11152	CYBRD1	2	171522247
11153	C2orf74	2	61145068
11154	STAMBP	2	73828916
11155	ACVR1C	2	157526767
11156	ACVR1	2	157736251
11157	HOXD13	2	176092721
11158	HOXD12	2	176099795
11159	HOXD11	2	176104216
11160	HOXD10	2	176108790
11161	HOXD9	2	176122719
11162	HOXD8	2	176129694
11163	HOXD4	2	176151550
11164	HOXD1	2	176188668
11165	HOXD3	2	176136612
11166	EIF5B	2	99337371
11167	AFF3	2	99545419
11168	LONRF2	2	100271875
11169	CHST10	2	100391860
11170	TUBA4A	2	219249710
11171	DNAJB2	2	219279342
11172	ASNSD1	2	189661385
11173	ASDURF	2	189661452
11175	OSGEPL1	2	189746660
11176	ORMDL1	2	189770267
11177	ANKAR	2	189674290
11178	UBXN4	2	135741734
11179	LCT	2	135787850
11180	R3HDM1	2	135531455
11181	IRS1	2	226731312
11182	RHBDD1	2	226835581
11183	COL4A3	2	227164624
11184	TM4SF20	2	227362038
11185	AGFG1	2	227472152
11186	ASXL2	2	25733753
11187	KIF3C	2	25926598
11188	RAB10	2	26034084
11189	GAREM2	2	26173088
11190	ARMC9	2	231198546
11191	POMC	2	25160853
11192	COL4A4	2	227002714
11193	NEU4	2	241809065
11194	PDCD1	2	241849884
11195	RTP5	2	241869600
11196	FAM240C	2	241893988
11197	COL6A3	2	237324003
11198	DES	2	219418377
11199	SCN2A	2	165194993
11200	KCNK12	2	47509290
11201	FBXO11	2	47789316
11202	EIF2AK3	2	88556741
11203	CERKL	2	181535041
11204	NEUROD1	2	181668295
11205	GMPPA	2	219498865
11206	SP3	2	173880850
11207	HDLBP	2	241227264
11208	IKZF2	2	212999691
11209	PTH2R	2	208359714
11210	UGT1A3	2	233729042
11211	TRIB2	2	12716910
11212	UGT1A8	2	233617633
11213	UGT1A5	2	233712907
11214	ASTL	2	96122818
11215	UGT1A7	2	233681901
11216	RAB6D	2	131360492
11217	CNTNAP5	2	124025287
11218	NBEAL1	2	203014608
11219	METTL8	2	171315746
11220	PPP1R1C	2	181954241
11221	ASPRV1	2	69960089
11222	SULT1C3	2	108239968
11223	IL37	2	112911165
11224	MAP3K2	2	127298668
11225	RABL2A	2	113627229
11226	NCOA1	2	24491254
11227	C2orf81	2	74414176
11228	HYCC2	2	200973718
11229	PROC	2	127418427
11230	LIMS2	2	127638381
11231	GPR17	2	127645864
11232	ALMS1	2	73385758
11233	HDAC4	2	239048168
11234	SPEGNB	2	219496131
11235	ID2	2	8678845
11236	MBOAT2	2	8852690
11237	KCNE4	2	223052190
11238	KIDINS220	2	8721081
11239	YIPF4	2	32277904
11240	TTC27	2	32628032
11241	ATG16L1	2	233210051
11242	SAG	2	233307816
11243	DGKD	2	233354494
11244	NEB	2	151485336
11245	MOGS	2	74461057
11246	IL1R2	2	101991960
11247	WDR12	2	202874261
11248	SUMO1	2	202206182
11249	NOP58	2	202265736
11250	BMPR2	2	202376327
11252	FAM117B	2	202634969
11253	ZNF512	2	27582969
11254	CCDC121	2	27625638
11255	GPN1	2	27628247
11256	SUPT7L	2	27650809
11257	ADRA2B	2	96112876
11258	MAP4K3	2	39249266
11259	AQP12A	2	240691866
11260	IMMT	2	86143932
11261	CLK1	2	200853009
11262	CAB39	2	230712842
11263	XIRP2	2	166888480
11264	ATF2	2	175072250
11265	NIF3L1	2	200889327
11266	CYP20A1	2	203238977
11267	NCKAP5	2	132671788
11268	THAP4	2	241584405
11269	POTEE	2	131209536
11270	PMS1	2	189784085
11271	ANKRD36	2	97113153
11272	CFLAR	2	201116154
11273	RBMS1	2	160272151
11274	BAZ2B	2	159318979
11275	INSIG2	2	118088452
11276	THSD7B	2	136765545
11277	KCNH7	2	162371407
11278	SELENOI	2	26308547
11279	ZNG1B	2	113437691
11280	DBI	2	119366924
11281	SPAG16	2	213284389
11282	CCT7	2	73233420
11283	EFHD1	2	232606057
11284	POTEI	2	130459455
11285	FOXN2	2	48314637
11286	KCNK3	2	26692722
11287	NRXN1	2	49918503
11288	CCDC88A	2	55287842
11289	FAP	2	162170684
11290	CUL3	2	224470150
11291	MYT1L	2	1789113
11292	NT5DC4	2	112721020
11293	SOS1	2	38962206
11294	TTN	2	178525989
11295	MYO7B	2	127535683
11296	RGPD2	2	87755960
11297	EVX2	2	176077472
11298	MORN2	2	38875976
11299	ADGRF3	2	26308173
11300	UGT1A10	2	233636448
11301	COQ10B	2	197453493
11302	VIT	2	36696690
11303	CCDC141	2	178829757
11304	ASB18	2	236193459
11305	ASIC4	2	219514170
11306	SULT6B1	2	37167820
11307	DNMT3A	2	25227855
11308	MLPH	2	237485428
11309	PRLH	2	237566574
11310	RAB17	2	237574322
11311	MAPRE3	2	26970637
11312	TMEM214	2	27032910
11313	AGBL5	2	27042364
11314	OST4	2	27070472
11315	EMILIN1	2	27078615
11316	CGREF1	2	27098889
11317	ABHD1	2	27123789
11318	PREB	2	27130756
11319	PRR30	2	27136848
11320	TCF23	2	27149004
11321	SLC5A6	2	27199587
11322	CAD	2	27217369
11323	SLC30A3	2	27253684
11324	DNAJC5G	2	27275433
11325	TRIM54	2	27282429
11326	UCN	2	27307400
11327	MPV17	2	27309492
11328	SCN9A	2	166195185
11329	ATRAID	2	27212041
11330	TMEM237	2	201620184
11331	ARL6IP6	2	152717647
11332	COX5B	2	97646062
11333	ACTR1B	2	97655939
11334	C2orf92	2	97664217
11335	ANKRD36B	2	97492663
11336	ZEB2	2	144364364
11337	ANKRD36C	2	95836919
11338	ACMSD	2	134838616
11339	MAP3K19	2	134964485
11340	RAB3GAP1	2	135052289
11341	PCARE	2	29060976
11342	FBLN7	2	112138385
11343	ZC3H8	2	112211529
11344	ZC3H6	2	112275597
11345	SCN7A	2	166403573
11346	PARD3B	2	204545475
11347	NDUFS1	2	206114817
11348	EEF1B2	2	206159585
11349	CMKLR2	2	206175316
11350	ZDBF2	2	206274663
11351	AOX1	2	200586014
11352	BZW1	2	200810594
11353	CLIP4	2	29097705
11354	CXCR1	2	218162841
11355	ARPC2	2	218217141
11356	GPBAR1	2	218259496
11357	AAMP	2	218264129
11358	TMBIM1	2	218274197
11359	SLC11A1	2	218382029
11360	CTDSP1	2	218398256
11361	VIL1	2	218419121
11362	PNKD	2	218269651
11363	CATIP	2	218356857
11364	B3GALT1	2	167293001
11365	TGOLN2	2	85318027
11366	RETSAT	2	85341955
11367	ELMOD3	2	85354394
11368	CAPG	2	85394753
11369	MAT2A	2	85539168
11370	VAMP8	2	85561562
11371	VAMP5	2	85584431
11372	RNF181	2	85595725
11373	TMEM150A	2	85598547
11374	USP39	2	85602856
11375	C2orf68	2	85605254
11376	SFTPB	2	85657314
11377	GNLY	2	85685175
11378	SLC38A11	2	164894354
11379	SH2D6	2	85418714
11380	EIF4E2	2	232550659
11381	CHAC2	2	53767804
11382	GPR75	2	53852912
11383	PSME4	2	53864069
11384	ERLEC1	2	53787009
11385	RASGRP3	2	33436324
11386	FAM98A	2	33532744
11387	GGCX	2	85544720
11388	KLHL29	2	23385179
11389	DHRS9	2	169064789
11390	COBLL1	2	164653624
11391	IL18RAP	2	102418689
11392	FKBP7	2	178463664
11393	ITGA6	2	172427354
11394	CROCC2	2	240906330
11395	PLEKHB2	2	131104847
11396	CHPF	2	219538954
11397	CYS1	2	10056473
11398	RAD51AP2	2	17510579
11399	ST6GAL2	2	106801600
11400	ANO7	2	241188509
11401	MROH2A	2	233775679
11402	LIMS3	2	109898428
11403	MAIP1	2	199955317
11404	DTNB	2	25377198
11405	RBM45	2	178112424
11406	PDE11A	2	177623244
11407	VAX2	2	70900576
11408	ATP6V1B1	2	70935900
11410	ANKRD53	2	70978380
11411	NAGK	2	71064344
11412	MCEE	2	71109684
11413	SMPD4	2	130151392
11414	HAAO	2	42767089
11415	OXER1	2	42762499
11416	MAL	2	95025677
11417	ZNF2	2	95165432
11418	PROM2	2	95274449
11419	FAHD2A	2	95402708
11420	GTF3C2	2	27325849
11421	ATP6V1C2	2	10721100
11422	PDIA6	2	10783391
11423	NOL10	2	10562347
11424	GCC2	2	108449107
11425	CCDC138	2	108786757
11426	LIMS1	2	108533671
11427	CREB1	2	207529737
11428	METTL21A	2	207580631
11429	CCNYL1	2	207711540
11430	FZD5	2	207762598
11431	LYG2	2	99242246
11432	SNORC	2	232857270
11433	LGALSL	2	64453969
11434	SERTAD2	2	64631621
11435	PDE1A	2	182139968
11437	SLC4A5	2	74216242
11438	GPATCH11	2	37084518
11439	RPL37A	2	216498825
11440	IGFBP2	2	216632828
11441	IGFBP5	2	216672105
11442	TNP1	2	216859458
11443	NYAP2	2	225399710
11444	AFTPH	2	64524299
11445	TRIM43B	2	95477008
11446	CD28	2	203706475
11447	DUSP11	2	73761782
11448	CASP8	2	201233443
11449	MARS2	2	197705369
11450	BOLL	2	197726879
11451	CASP10	2	201182872
11452	CXCR4	2	136114349
11454	LIMS4	2	110445883
11455	RGPD6	2	110513802
11456	FANCL	2	58159243
11457	CTLA4	2	203853888
11458	HTRA2	2	74529596
11459	DOK1	2	74549026
11460	FAM161A	2	61824848
11461	CCT4	2	61868085
11462	IL36G	2	112973203
11463	IL36A	2	113005459
11464	IL36B	2	113022089
11465	IL1F10	2	113067970
11466	IL1RN	2	113099315
11467	CDCA7	2	173354820
11468	IL36RN	2	113058638
11469	FAM171B	2	186694060
11470	ITGAV	2	186590010
11471	RTKN	2	74425835
11472	STK39	2	167954020
11473	IFIH1	2	162267074
11474	CXCR2	2	218125289
11475	RUFY4	2	218034960
11476	SP5	2	170715337
11477	GAD1	2	170813213
11478	GORASP2	2	170928464
11479	NLRC4	2	32224453
11480	ERICH2	2	170766878
11481	RANBP2	2	108719482
11482	ROCK2	2	11179759
11483	PROKR1	2	68643579
11484	ARHGAP25	2	68679601
11485	COPS7B	2	231781671
11486	DARS1	2	135905881
11487	M1AP	2	74557883
11488	SEMA4F	2	74654228
11489	EPHA4	2	221418027
11490	MSTN	2	190055700
11491	INPP1	2	190343570
11492	HIBCH	2	190189735
11493	SESTD1	2	179101678
11494	GTDC1	2	143938068
11495	TTL	2	112482156
11496	POLR1B	2	112541915
11497	CHCHD5	2	112584240
11498	CKAP2L	2	112736349
11499	IL1A	2	112773925
11500	EIF2B4	2	27364352
11501	KYNU	2	142877657
11502	ARHGAP15	2	143091362
11503	ICA1L	2	202773150
11504	COMMD1	2	61888724
11505	MERTK	2	111898607
11506	SLC20A1	2	112645939
11507	TIA1	2	70209444
11508	PCYOX1	2	70257386
